N,Z,A,Element,Origin,Mass Excess [keV],ME unc [keV],Binding Energy [keV],BE unc [keV],B?,B- decay Energy [keV],B-decay En unc [keV]
78,44,122,Ru,x,-42150,500,8135,4,B-,9930,580.    12
77,45,122,Rh,x,-52080,300,8210,2,B-,12540,300.    12
76,46,122,Pd,x,-64616,20,8305.97,0.16,B-,6490,40     12
75,47,122,Ag,x,-71110,40,8352.8,0.3,B-,9510,40     12
74,48,122,Cd,,-80612.4,2.3,8424.266,0.019,B-,2960,50     12
73,49,122,In,+,-83570,50,8442.1,0.4,B-,6370,50     12
72,50,122,Sn,,-89941.3,2.4,8487.907,0.02,B-,-1606,3     12
71,51,122,Sb,,-88335.4,2.6,8468.331,0.021,B-,1979.1,2.1   12
70,52,122,Te,,-90314.5,1.5,8478.14,0.012,,*,12
69,53,122,I,-,-86080,5,8437.02,0.04,B+,4234,5     12
68,54,122,Xe,x,-85355,11,8424.66,0.09,B+,725,12     12
67,55,122,Cs,,-78140,30,8359.15,0.28,B+,7210,40     12
66,56,122,Ba,x,-74609,28,8323.76,0.23,B+,3540,40     12
65,57,122,La,x,-64540,300,8235,2,B+,10070,300.    12
64,58,122,Ce,x,-57870,400,8174,3,B+,6670,500.    12
63,59,122,Pr,x,-44780,500,8060,4,B+,13090,640.    12
79,44,123,Ru,x,-37080,500,8093,4,B-,12280,640.    12
78,45,123,Rh,x,-49360,400,8186,3,B-,11070,890.    12
77,46,123,Pd,x,-60430,790,8270,6,B-,9120,790     12
76,47,123,Ag,x,-69550,30,8337.8,0.25,B-,7870,30     12
75,48,123,Cd,,-77414.2,2.7,8395.395,0.022,B-,6016,20     12
74,49,123,In,,-83430,20,8437.95,0.16,B-,4386,20     12
73,50,123,Sn,,-87816.2,2.4,8467.243,0.02,B-,1407.9,2.7   12
72,51,123,Sb,,-89224.1,1.5,8472.328,0.012,,*,12
71,52,123,Te,,-89172.2,1.5,8465.546,0.012,B+,51.91,0.07  12
70,53,123,I,,-87944,4,8449.2,0.03,B+,1228,3     12
69,54,123,Xe,,-85249,10,8420.93,0.08,B+,2695,10     12
68,55,123,Cs,x,-81044,12,8380.38,0.1,B+,4205,15     12
67,56,123,Ba,x,-75655,12,8330.21,0.1,B+,5389,17     12
66,57,123,La,x,-68650,200,8267,2,B+,7000,200.    12
65,58,123,Ce,x,-60290,300,8193,2,B+,8370,360.    12
64,59,123,Pr,x,-50230,400,8104,3,B+,10060,500.    12
80,44,124,Ru,x,-33960,600,8068,5,B-,10930,720.    12
79,45,124,Rh,x,-44890,400,8149,3,B-,13500,500.    12
78,46,124,Pd,x,-58390,300,8252,2,B-,7810,390.    12
77,47,124,Ag,x,-66200,250,8308.7,2,B-,10500,250     12
76,48,124,Cd,,-76701.7,3,8387.035,0.024,B-,4170,30     12
75,49,124,In,,-80870,30,8414.34,0.25,B-,7360,30     12
74,50,124,Sn,,-88234.2,1,8467.421,0.008,B-,-613.9,1.5   12
73,51,124,Sb,#NAME?,-87620.2,1.5,8456.16,0.012,B-,2905.07,0.13  12
72,52,124,Te,,-90525.3,1.5,8473.279,0.012,B-,-3159.6,1.9   12
71,53,124,I,-,-87365.7,2.4,8441.489,0.019,B-,295.7,2.8   12
70,54,124,Xe,,-87661.4,1.8,8437.565,0.014,,*,12
69,55,124,Cs,x,-81731,8,8383.43,0.07,B+,5930,8     12
68,56,124,Ba,x,-79090,12,8355.82,0.1,B+,2642,15     12
67,57,124,La,x,-70260,60,8278.3,0.5,B+,8830,60     12
66,58,124,Ce,x,-64920,300,8229,2,B+,5340,300.    12
65,59,124,Pr,x,-53150,400,8128,3,B+,11770,500.    12
64,60,124,Nd,x,-44530,500,8052,4,B+,8630,640.    12
80,45,125,Rh,x,-42000,500,8126,4,B-,12120,640.    12
79,46,125,Pd,x,-54120,400,8216,3,B-,10400,590.    12
78,47,125,Ag,x,-64520,430,8293,3,B-,8830,430     12
77,48,125,Cd,,-73348.1,2.9,8357.681,0.023,B-,7129,27     12
76,49,125,In,,-80477,27,8408.45,0.22,B-,5420,27     12
75,50,125,Sn,,-85896.4,1,8445.55,0.008,B-,2359.9,2.6   12
74,51,125,Sb,+,-88256.3,2.6,8458.17,0.021,B-,766.7,2.1   12
73,52,125,Te,,-89023,1.5,8458.045,0.012,,*,12
72,53,125,I,-,-88837.2,1.5,8450.3,0.012,B+,185.77,0.06  12
71,54,125,Xe,,-87193.4,1.8,8430.89,0.015,B+,1643.8,2.2   12
70,55,125,Cs,,-84088,8,8399.79,0.06,B+,3105,8     12
69,56,125,Ba,,-79669,11,8358.18,0.09,B+,4419,13     12
68,57,125,La,,-73759,26,8304.64,0.21,B+,5909,28     12
67,58,125,Ce,x,-66660,200,8242,2,B+,7100,200.    12
66,59,125,Pr,x,-57940,300,8166,2,B+,8720,360.    12
65,60,125,Nd,x,-47600,400,8077,3,B+,10340,500.    12
81,45,126,Rh,x,-37300,500,8088,4,B-,14560,640.    12
80,46,126,Pd,x,-51860,400,8197,3,B-,8820,450.    12
79,47,126,Ag,x,-60680,200,8261,2,B-,11580,200.    12
78,48,126,Cd,,-72256.8,2.5,8346.747,0.02,B-,5516,27     12
77,49,126,In,,-77773,27,8384.32,0.21,B-,8242,27     12
76,50,126,Sn,,-86015,10,8443.52,0.08,B-,380,30     12
75,51,126,Sb,-,-86390,30,8440.31,0.25,B-,3670,30     12
74,52,126,Te,,-90065.3,1.5,8463.248,0.012,B-,-2154,4     12
73,53,126,I,,-87911,4,8439.94,0.03,B-,1236,5     12
72,54,126,Xe,,-89147,3,8443.541,0.028,,*,12
71,55,126,Cs,,-84351,10,8399.27,0.08,B+,4796,11     12
70,56,126,Ba,x,-82670,12,8379.72,0.1,B+,1681,16     12
69,57,126,La,x,-74970,90,8312.4,0.7,B+,7700,90     12
68,58,126,Ce,x,-70821,28,8273.26,0.22,B+,4150,90     12
67,59,126,Pr,x,-60320,200,8184,2,B+,10500,200.    12
66,60,126,Nd,x,-52990,300,8119,2,B+,7330,360.    12
65,61,126,Pm,x,-39350,500,8005,4,B+,13640,580.    12
82,45,127,Rh,x,-34030,600,8062,5,B-,13150,780.    12
81,46,127,Pd,x,-47180,500,8159,4,B-,11260,540.    12
80,47,127,Ag,x,-58440,200,8242,2,B-,10310,200.    12
79,48,127,Cd,x,-68747,12,8316.95,0.1,B-,8149,24     12
78,49,127,In,,-76896,21,8374.95,0.17,B-,6575,19     12
77,50,127,Sn,,-83471,10,8420.56,0.08,B-,3229,11     12
76,51,127,Sb,,-86699,5,8439.82,0.04,B-,1582,5     12
75,52,127,Te,,-88281.7,1.5,8446.118,0.012,B-,702,4     12
74,53,127,I,,-88984,4,8445.487,0.029,,*,12
73,54,127,Xe,,-88322,4,8434.11,0.03,B+,662.3,2.0   12
72,55,127,Cs,,-86240,6,8411.56,0.04,B+,2081,6     12
71,56,127,Ba,,-82818,11,8378.46,0.09,B+,3422,13     12
70,57,127,La,,-77896,26,8333.54,0.2,B+,4922,28     12
69,58,127,Ce,x,-71979,29,8280.79,0.23,B+,5920,40     12
68,59,127,Pr,x,-64540,200,8216,2,B+,7440,200.    12
67,60,127,Nd,x,-55540,300,8139,2,B+,9010,360.    12
66,61,127,Pm,x,-44790,400,8048,3,B+,10750,500.    12
82,46,128,Pd,x,-44490,500,8138,4,B-,10130,580.    12
81,47,128,Ag,x,-54620,300,8211,2,B-,12620,300.    12
80,48,128,Cd,,-67242,7,8303.26,0.06,B-,6900,150     12
79,49,128,In,,-74150,150,8351.1,1.2,B-,9220,150     12
78,50,128,Sn,,-83362,18,8416.98,0.14,B-,1268,14     12
77,51,128,Sb,IT,-84630,19,8420.78,0.15,B-,4363,19     12
76,52,128,Te,,-88993.7,0.9,8448.752,0.007,B-,-1255,4     12
75,53,128,I,,-87739,4,8432.836,0.028,B-,2122,4     12
74,54,128,Xe,,-89860.3,1.1,8443.298,0.008,,*,12
73,55,128,Cs,,-85932,5,8406.49,0.04,B+,3929,5     12
72,56,128,Ba,,-85378,5,8396.06,0.04,B+,553,8     12
71,57,128,La,x,-78630,50,8337.2,0.4,B+,6750,50     12
70,58,128,Ce,x,-75534,28,8306.93,0.22,B+,3090,60     12
69,59,128,Pr,x,-66331,30,8228.91,0.23,B+,9200,40     12
68,60,128,Nd,x,-60310,200,8176,2,B+,6020,200.    12
67,61,128,Pm,x,-47790,300,8072,2,B+,12530,360.    12
66,62,128,Sm,x,-38670,500,7994,4,B+,9120,580.    12
83,46,129,Pd,x,-37610,600,8084,5,B-,14370,720.    12
82,47,129,Ag,x,-51980,400,8189,3,B-,11080,400.    12
81,48,129,Cd,x,-63058,17,8269.03,0.13,B-,9780,17     12
80,49,129,In,,-72837.7,2.7,8338.78,0.021,B-,7753,17     12
79,50,129,Sn,,-80591,17,8392.82,0.13,B-,4038,27     12
78,51,129,Sb,+,-84629,21,8418.06,0.16,B-,2375,21     12
77,52,129,Te,,-87004.8,0.9,8430.409,0.007,B-,1502,3     12
76,53,129,I,,-88507,3,8435.99,0.025,B-,189,3     12
75,54,129,Xe,,-88696.059,0.005,8431.39,0,,*,12
74,55,129,Cs,,-87499,5,8416.05,0.04,B+,1197,5     12
73,56,129,Ba,,-85063,11,8391.1,0.08,B+,2436,11     12
72,57,129,La,,-81325,21,8356.05,0.17,B+,3739,22     12
71,58,129,Ce,x,-76287,28,8310.94,0.22,B+,5040,40     12
70,59,129,Pr,x,-69774,30,8254.38,0.23,B+,6510,40     12
69,60,129,Nd,ep,-62320,200,8190,2,B+,7460,200.    12
68,61,129,Pm,x,-52880,300,8111,2,B+,9430,360.    12
67,62,129,Sm,x,-42000,500,8021,4,B+,10880,580.    12
83,47,130,Ag,#NAME?,-45700,500,8140,4,B-,15420,500.    12
82,48,130,Cd,x,-61118,22,8252.59,0.17,B-,8770,40     12
81,49,130,In,+,-69880,40,8314,0.29,B-,10250,40     12
80,50,130,Sn,,-80132.2,1.9,8386.816,0.014,B-,2153,14     12
79,51,130,Sb,,-82286,14,8397.36,0.11,B-,5067,14     12
78,52,130,Te,,-87352.949,0.011,8430.324,0,B-,-417,3     12
77,53,130,I,#NAME?,-86936,3,8421.1,0.024,B-,2944,3     12
76,54,130,Xe,,-89880.463,0.009,8437.731,0,B-,-2981,8     12
75,55,130,Cs,,-86900,8,8408.78,0.06,B-,362,9     12
74,56,130,Ba,,-87261.5,2.6,8405.549,0.02,,*,12
73,57,130,La,x,-81627,26,8356.19,0.2,B+,5634,26     12
72,58,130,Ce,x,-79423,28,8333.22,0.21,B+,2200,40     12
71,59,130,Pr,x,-71180,60,8263.8,0.5,B+,8250,70     12
70,60,130,Nd,x,-66596,28,8222.51,0.21,B+,4580,70     12
69,61,130,Pm,x,-55400,200,8130,2,B+,11200,200.    12
68,62,130,Sm,x,-47510,400,8064,3,B+,7890,450.    12
67,63,130,Eu,#NAME?,-33680,500,7951,4,B+,13820,640.    12
84,47,131,Ag,x,-40380,500,8099,4,B-,14840,510.    13
83,48,131,Cd,x,-55220,100,8206.2,0.8,B-,12810,100     13
82,49,131,In,x,-68025,2.7,8297.959,0.021,B-,9240,5     13
81,50,131,Sn,,-77265,4,8362.517,0.028,B-,4717,4     13
80,51,131,Sb,,-81981.4,2.1,8392.552,0.016,B-,3229.6,2.1   13
79,52,131,Te,#NAME?,-85211.01,0.06,8411.233,0.001,B-,2231.7,0.6   13
78,53,131,I,+,-87442.7,0.6,8422.297,0.005,B-,970.8,0.6   13
77,54,131,Xe,,-88413.558,0.009,8423.736,0,,*,13
76,55,131,Cs,,-88059,5,8415.06,0.04,B+,355,5     13
75,56,131,Ba,,-86683.7,2.6,8398.587,0.02,B+,1375,5     13
74,57,131,La,x,-83769,28,8370.37,0.21,B+,2914,28     13
73,58,131,Ce,,-79710,30,8333.4,0.25,B+,4060,40     13
72,59,131,Pr,,-74300,50,8286.1,0.4,B+,5410,60     13
71,60,131,Nd,,-67768,28,8230.3,0.21,B+,6530,50     13
70,61,131,Pm,x,-59660,200,8162,2,B+,8110,200.    13
69,62,131,Sm,x,-50130,400,8084,3,B+,9530,450.    13
68,63,131,Eu,#NAME?,-39270,400,7995,3,B+,10860,570.    13
85,47,132,Ag,x,-33790,500,8049,4,B-,16470,540.    13
84,48,132,Cd,x,-50260,200,8168,1,B-,12150,210.    13
83,49,132,In,+,-62410,60,8253.7,0.5,B-,14140,60     13
82,50,132,Sn,,-76546.5,2,8354.872,0.015,B-,3089,3     13
81,51,132,Sb,,-79635.3,2.5,8372.344,0.019,B-,5553,4     13
80,52,132,Te,,-85188,3,8408.485,0.026,B-,515,3     13
79,53,132,I,,-85703,4,8406.46,0.03,B-,3575,4     13
78,54,132,Xe,,-89278.962,0.005,8427.622,0,B-,-2126.3,1.0   13
77,55,132,Cs,,-87152.7,1,8405.587,0.008,B-,1282.3,1.5   13
76,56,132,Ba,,-88435,1.1,8409.375,0.008,,*,13
75,57,132,La,,-83720,40,8367.76,0.28,B+,4710,40     13
74,58,132,Ce,,-82471,20,8352.34,0.15,B+,1250,40     13
73,59,132,Pr,x,-75227,29,8291.54,0.22,B+,7240,40     13
72,60,132,Nd,x,-71426,24,8256.81,0.18,B+,3800,40     13
71,61,132,Pm,x,-61630,150,8177,1,B+,9800,150.    13
70,62,132,Sm,x,-55080,300,8121,2,B+,6550,330.    13
69,63,132,Eu,x,-42200,400,8018,3,B+,12880,500.    13
85,48,133,Cd,x,-43920,300,8119,2,B-,13540,360.    13
84,49,133,In,x,-57460,200,8215,1,B-,13410,200.    13
83,50,133,Sn,,-70873.9,1.9,8310.088,0.014,B-,8050,4     13
82,51,133,Sb,,-78924,3,8364.729,0.024,B-,4014,4     13
81,52,133,Te,,-82937.1,2.1,8389.025,0.016,B-,2921,7     13
80,53,133,I,++,-85858,6,8405.11,0.05,B-,1785,7     13
79,54,133,Xe,+,-87643.6,2.4,8412.647,0.018,B-,427.4,2.4   13
78,55,133,Cs,,-88070.931,0.008,8409.978,0,,*,13
77,56,133,Ba,,-87553.6,1,8400.206,0.007,B+,517.3,1.0   13
76,57,133,La,x,-85494,28,8378.84,0.21,B+,2059,28     13
75,58,133,Ce,x,-82418,16,8349.83,0.12,B+,3080,30     13
74,59,133,Pr,x,-77938,12,8310.26,0.09,B+,4481,21     13
73,60,133,Nd,x,-72330,50,8262.2,0.4,B+,5610,50     13
72,61,133,Pm,x,-65410,50,8204.3,0.4,B+,6920,70     13
71,62,133,Sm,x,-57230,300,8137,2,B+,8180,300.    13
70,63,133,Eu,x,-47240,300,8056,2,B+,10000,420.    13
69,64,133,Gd,x,-35860,500,7964,4,B+,11380,580.    13
86,48,134,Cd,x,-38920,400,8082,3,B-,12740,500.    13
85,49,134,In,x,-51660,300,8171,2,B-,14770,300.    13
84,50,134,Sn,x,-66434,3,8275.171,0.024,B-,7587,4     13
83,51,134,Sb,x,-74020.5,1.7,8325.95,0.013,B-,8513,3     13
82,52,134,Te,,-82533.7,2.7,8383.643,0.02,B-,1510,5     13
81,53,134,I,,-84043,5,8389.07,0.04,B-,4082,5     13
80,54,134,Xe,,-88125.822,0.009,8413.699,0,B-,-1234.667,0.018 13
79,55,134,Cs,,-86891.154,0.016,8398.646,0,B-,2058.7,0.3   13
78,56,134,Ba,,-88949.9,0.3,8408.171,0.002,,*,13
